"emp_no","first_name","last_name","title","from_date","to_date","order"
21713,"Guther","Boreale","Senior Staff","1998-02-06","9999-01-01",NULL
21713,"Guther","Boreale","Staff","1989-02-06","1998-02-06",NULL
21741,"Muneo","Raoux","Senior Engineer","1986-02-14","9999-01-01",NULL
21751,"Uinam","Savasere","Technique Leader","1993-08-26","9999-01-01",NULL
21754,"Kenroku","Jonsson","Engineer","1993-03-31","2001-03-31",NULL
21754,"Kenroku","Jonsson","Senior Engineer","2001-03-31","9999-01-01",NULL
21758,"Susumu","Picht","Senior Staff","1994-10-19","9999-01-01",NULL
21758,"Susumu","Picht","Staff","1986-10-19","1994-10-19",NULL
21767,"Supot","Lieblein","Senior Staff","1989-06-20","9999-01-01",NULL
21783,"Domenick","Qiwen","Senior Engineer","1985-07-12","9999-01-01",NULL
21808,"Arra","Bharadwaj","Senior Staff","1996-08-18","9999-01-01",NULL
21808,"Arra","Bharadwaj","Staff","1988-08-18","1996-08-18",NULL
21820,"Sanjay","Khasidashvili","Senior Staff","1996-06-11","9999-01-01",NULL
21832,"Suzette","Vecchio","Senior Staff","1992-07-02","9999-01-01",NULL
21832,"Suzette","Vecchio","Staff","1985-07-02","1992-07-02",NULL
21835,"Mang","Luck","Senior Engineer","1987-12-24","9999-01-01",NULL
21844,"Feipei","Birta","Staff","1996-05-26","9999-01-01",NULL
21848,"Atreyi","Zhang","Engineer","1985-05-17","1991-05-17",NULL
21848,"Atreyi","Zhang","Senior Engineer","1991-05-17","9999-01-01",NULL
21851,"Falguni","Budinsky","Senior Staff","1993-05-09","9999-01-01",NULL
21851,"Falguni","Budinsky","Staff","1985-05-09","1993-05-09",NULL
21859,"Padma","Swen","Engineer","1985-11-07","1992-11-07",NULL
21859,"Padma","Swen","Senior Engineer","1992-11-07","9999-01-01",NULL
21877,"Brigham","Biran","Engineer","1998-08-22","9999-01-01",NULL
21894,"Marke","Yemenis","Senior Staff","1985-06-03","9999-01-01",NULL
21897,"Sampalli","Kavanagh","Senior Staff","1999-05-01","9999-01-01",NULL
21897,"Sampalli","Kavanagh","Staff","1990-05-01","1999-05-01",NULL
21908,"Fen","Parfitt","Assistant Engineer","1986-03-21","1993-03-21",NULL
21908,"Fen","Parfitt","Engineer","1993-03-21","2000-03-21",NULL
21908,"Fen","Parfitt","Senior Engineer","2000-03-21","9999-01-01",NULL
21920,"Naftali","Schneeberger","Engineer","1988-04-09","1997-04-09",NULL
21920,"Naftali","Schneeberger","Senior Engineer","1997-04-09","9999-01-01",NULL
21926,"Boguslaw","Aloisi","Engineer","1995-12-31","9999-01-01",NULL
21980,"Gen","Miyakawa","Senior Staff","1996-03-11","9999-01-01",NULL
21980,"Gen","Miyakawa","Staff","1988-03-11","1996-03-11",NULL
21984,"Martine","Lemarechal","Staff","1999-04-06","9999-01-01",NULL
21987,"Dipankar","Fontet","Staff","1999-01-28","9999-01-01",NULL
21994,"Lech","Babb","Senior Staff","1995-11-09","9999-01-01",NULL
21994,"Lech","Babb","Staff","1986-11-09","1995-11-09",NULL
22008,"Karlis","Ferretti","Senior Staff","1993-02-16","9999-01-01",NULL
22008,"Karlis","Ferretti","Staff","1988-02-17","1993-02-16",NULL
22012,"DeForest","Armand","Engineer","1996-06-18","2002-06-18",NULL
22012,"DeForest","Armand","Senior Engineer","2002-06-18","9999-01-01",NULL
22023,"Mart","Vidya","Senior Staff","1993-12-22","9999-01-01",NULL
22023,"Mart","Vidya","Staff","1988-12-22","1993-12-22",NULL
22024,"Weidon","Flexer","Engineer","1992-04-22","1997-04-22",NULL
22024,"Weidon","Flexer","Senior Engineer","1997-04-22","9999-01-01",NULL
22030,"Lokesh","Hockney","Senior Staff","1994-02-10","9999-01-01",NULL
22030,"Lokesh","Hockney","Staff","1988-02-11","1994-02-10",NULL
22054,"Ottavia","Benveniste","Senior Staff","1996-06-05","9999-01-01",NULL
22054,"Ottavia","Benveniste","Staff","1987-06-06","1996-06-05",NULL
22066,"Nakhoon","Roison","Engineer","1987-08-13","1992-08-12",NULL
22066,"Nakhoon","Roison","Senior Engineer","1992-08-12","9999-01-01",NULL
22072,"Kasturi","Pettit","Engineer","1985-12-09","1991-12-09",NULL
22072,"Kasturi","Pettit","Senior Engineer","1991-12-09","9999-01-01",NULL
22081,"Constantine","Baar","Senior Engineer","1987-04-23","9999-01-01",NULL
22095,"Breannda","Schlumberger","Senior Staff","1986-04-06","9999-01-01",NULL
22100,"Vishwani","Spataro","Senior Staff","1987-08-06","9999-01-01",NULL
22111,"Rasiah","Felcyn","Senior Staff","2001-03-20","9999-01-01",NULL
22111,"Rasiah","Felcyn","Staff","1995-03-21","2001-03-20",NULL
22121,"Saeed","Pfau","Staff","1998-03-30","9999-01-01",NULL
22133,"Annemarie","Bernardeschi","Senior Staff","1993-08-07","9999-01-01",NULL
22135,"Guiseppe","Nyrup","Staff","1998-02-06","9999-01-01",NULL
22136,"Naftali","Thiran","Senior Staff","1995-11-25","9999-01-01",NULL
22136,"Naftali","Thiran","Staff","1986-11-25","1995-11-25",NULL
22140,"Susanne","Reghbati","Senior Staff","1995-01-14","9999-01-01",NULL
22140,"Susanne","Reghbati","Staff","1986-01-14","1995-01-14",NULL
22146,"Volkmar","Suermann","Technique Leader","1995-05-09","9999-01-01",NULL
22150,"Kristina","Zweizig","Senior Staff","1986-12-04","9999-01-01",NULL
22165,"Alenka","Emiris","Staff","1994-08-20","9999-01-01",NULL
22179,"Rosine","Garnick","Senior Staff","1992-08-20","9999-01-01",NULL
22179,"Rosine","Garnick","Staff","1987-08-21","1992-08-20",NULL
22180,"Iara","Luef","Engineer","1997-11-26","9999-01-01",NULL
22190,"Berry","Perna","Technique Leader","1985-12-13","9999-01-01",NULL
22210,"Christoph","Pouyioutas","Senior Staff","1994-09-06","9999-01-01",NULL
22210,"Christoph","Pouyioutas","Staff","1989-09-06","1994-09-06",NULL
22216,"Thodoros","Cooley","Assistant Engineer","1998-10-04","9999-01-01",NULL
22224,"Brendon","Rohrbach","Senior Staff","1993-07-10","9999-01-01",NULL
22224,"Brendon","Rohrbach","Staff","1985-07-10","1993-07-10",NULL
22226,"Bangqing","Vigier","Senior Staff","1995-11-19","9999-01-01",NULL
22226,"Bangqing","Vigier","Staff","1987-11-19","1995-11-19",NULL
22234,"Arno","Narwekar","Engineer","1986-02-14","1991-02-14",NULL
22234,"Arno","Narwekar","Senior Engineer","1991-02-14","9999-01-01",NULL
22255,"Kristian","Merel","Engineer","1986-09-12","1991-09-12",NULL
22255,"Kristian","Merel","Senior Engineer","1991-09-12","9999-01-01",NULL
22263,"Xiahua","Claffy","Senior Staff","1996-08-09","9999-01-01",NULL
22263,"Xiahua","Claffy","Staff","1988-08-09","1996-08-09",NULL
22265,"Yonghong","Claffy","Senior Engineer","1985-05-24","9999-01-01",NULL
22269,"Berto","Reeken","Senior Staff","1999-08-12","9999-01-01",NULL
22271,"Sampalli","Kushnir","Engineer","1988-01-03","1995-01-03",NULL
22271,"Sampalli","Kushnir","Senior Engineer","1995-01-03","9999-01-01",NULL
22282,"Shaz","Streit","Senior Staff","1998-02-18","9999-01-01",NULL
22282,"Shaz","Streit","Staff","1992-02-19","1998-02-18",NULL
22292,"Ekawit","Bernardinello","Senior Staff","1993-12-10","9999-01-01",NULL
22292,"Ekawit","Bernardinello","Staff","1988-12-10","1993-12-10",NULL
22303,"Garnik","Lortz","Senior Engineer","1989-09-14","9999-01-01",NULL
22309,"Lena","Liedekerke","Engineer","1999-05-20","9999-01-01",NULL
22325,"Susanta","Hebden","Staff","1996-11-07","9999-01-01",NULL
22326,"Mani","Skafidas","Senior Staff","1986-12-09","9999-01-01",NULL
22332,"Rosine","Hebden","Senior Staff","1992-01-27","9999-01-01",NULL
22332,"Rosine","Hebden","Staff","1986-01-27","1992-01-27",NULL
22337,"Leszek","Picci","Senior Staff","1990-03-30","9999-01-01",NULL
22337,"Leszek","Picci","Staff","1985-03-30","1990-03-30",NULL
22367,"Terresa","Barinka","Engineer","1992-12-06","2000-12-06",NULL
22367,"Terresa","Barinka","Senior Engineer","2000-12-06","9999-01-01",NULL
22370,"Aloys","Oxenboll","Staff","1997-09-19","9999-01-01",NULL
22372,"Mitchel","Bugrara","Senior Engineer","1998-05-20","9999-01-01",NULL
22374,"Soenke","Klassen","Senior Staff","1990-12-21","9999-01-01",NULL
22375,"Snehasis","Kulisch","Technique Leader","1987-09-19","9999-01-01",NULL
22381,"Uma","Openshaw","Senior Staff","1988-10-07","9999-01-01",NULL
22405,"Gritta","Parveen","Senior Staff","1996-06-28","9999-01-01",NULL
22405,"Gritta","Parveen","Staff","1989-06-28","1996-06-28",NULL
22416,"Feiyu","Syrotiuk","Senior Staff","1993-03-06","9999-01-01",NULL
22416,"Feiyu","Syrotiuk","Staff","1985-03-06","1993-03-06",NULL
22424,"Krister","Engelmann","Assistant Engineer","1994-02-07","2001-02-07",NULL
22424,"Krister","Engelmann","Engineer","2001-02-07","9999-01-01",NULL
22429,"Franziska","Terekhov","Engineer","1985-10-17","1990-10-17",NULL
22429,"Franziska","Terekhov","Senior Engineer","1990-10-17","9999-01-01",NULL
22437,"Xiaoqiu","Orsini","Engineer","1994-10-10","2001-10-10",NULL
22437,"Xiaoqiu","Orsini","Senior Engineer","2001-10-10","9999-01-01",NULL
22440,"Odinaldo","Restivo","Senior Staff","1994-02-11","9999-01-01",NULL
22440,"Odinaldo","Restivo","Staff","1989-02-11","1994-02-11",NULL
22443,"Mari","Baja","Technique Leader","1988-03-27","9999-01-01",NULL
22480,"Boaz","Mikschl","Senior Staff","1994-01-31","9999-01-01",NULL
22480,"Boaz","Mikschl","Staff","1986-01-31","1994-01-31",NULL
22482,"Perla","Parascandalo","Senior Engineer","1994-09-27","9999-01-01",NULL
22496,"Yongqiao","Yavatkar","Senior Engineer","1998-02-11","9999-01-01",NULL
22509,"Zejun","Shumilov","Engineer","1998-08-18","9999-01-01",NULL
22511,"Sadun","Isard","Engineer","1997-04-03","9999-01-01",NULL
22520,"Mokhtar","Ranka","Engineer","1990-06-18","1995-06-18",NULL
22520,"Mokhtar","Ranka","Senior Engineer","1995-06-18","9999-01-01",NULL
22536,"Sukumar","Andreotta","Senior Engineer","1990-12-03","9999-01-01",NULL
22549,"Reinhard","Michaels","Senior Staff","1993-08-18","9999-01-01",NULL
22549,"Reinhard","Michaels","Staff","1987-08-19","1993-08-18",NULL
22557,"Abdulla","Luon","Senior Staff","1988-06-12","9999-01-01",NULL
22593,"Danae","Jeansoulin","Senior Staff","1994-11-17","9999-01-01",NULL
22593,"Danae","Jeansoulin","Staff","1988-11-17","1994-11-17",NULL
22596,"Slavian","Wegerle","Engineer","1986-04-18","1994-04-18",NULL
22596,"Slavian","Wegerle","Senior Engineer","1994-04-18","9999-01-01",NULL
22601,"Shigenori","Staelin","Senior Staff","2001-01-25","9999-01-01",NULL
22601,"Shigenori","Staelin","Staff","1994-01-25","2001-01-25",NULL
22609,"Zvonko","Baalen","Staff","1995-10-02","9999-01-01",NULL
22617,"Uli","Tibblin","Engineer","1989-08-07","1995-08-07",NULL
22617,"Uli","Tibblin","Senior Engineer","1995-08-07","9999-01-01",NULL
22620,"Terresa","Dusink","Senior Staff","1995-01-14","9999-01-01",NULL
22620,"Terresa","Dusink","Staff","1987-01-14","1995-01-14",NULL
22623,"Tommaso","Champarnaud","Engineer","1993-04-03","1999-04-03",NULL
22623,"Tommaso","Champarnaud","Senior Engineer","1999-04-03","9999-01-01",NULL
22625,"Weicheng","Pleszkun","Senior Engineer","1989-01-10","9999-01-01",NULL
22649,"Reuven","Driscoll","Engineer","1993-04-28","2000-04-28",NULL
22649,"Reuven","Driscoll","Senior Engineer","2000-04-28","9999-01-01",NULL
22663,"Bokyung","Fargier","Engineer","1987-02-07","1995-02-07",NULL
22663,"Bokyung","Fargier","Senior Engineer","1995-02-07","9999-01-01",NULL
22682,"Kristina","Ananiadou","Engineer","1986-12-16","1995-12-16",NULL
22682,"Kristina","Ananiadou","Senior Engineer","1995-12-16","9999-01-01",NULL
22691,"Morris","Bottner","Senior Staff","1996-08-05","9999-01-01",NULL
22702,"Faiza","Reeken","Senior Engineer","1985-06-21","9999-01-01",NULL
22716,"Sreekrishna","Waymire","Engineer","1995-08-10","9999-01-01",NULL
22720,"Olivera","Gornas","Senior Staff","1995-11-26","9999-01-01",NULL
22720,"Olivera","Gornas","Staff","1986-11-26","1995-11-26",NULL
22726,"Steve","Shanbhogue","Senior Staff","1992-03-27","9999-01-01",NULL
22726,"Steve","Shanbhogue","Staff","1987-03-28","1992-03-27",NULL
22728,"Makato","Codenie","Senior Staff","1992-11-20","9999-01-01",NULL
22728,"Makato","Codenie","Staff","1986-11-21","1992-11-20",NULL
22730,"Premal","Basart","Senior Staff","1997-11-12","9999-01-01",NULL
22730,"Premal","Basart","Staff","1988-11-12","1997-11-12",NULL
22735,"Paddy","Diderrich","Senior Engineer","1995-10-22","9999-01-01",NULL
22744,"Berna","Spelt","Senior Engineer","1986-12-01","9999-01-01",NULL
22749,"Snehasis","Famili","Senior Engineer","1996-09-02","9999-01-01",NULL
22753,"Yoshinari","Khalil","Senior Engineer","1987-03-17","9999-01-01",NULL
22755,"Marla","Albarhamtoshy","Senior Staff","1993-09-03","9999-01-01",NULL
22755,"Marla","Albarhamtoshy","Staff","1988-09-03","1993-09-03",NULL
22758,"Mabry","Rijckaert","Senior Staff","1995-06-15","9999-01-01",NULL
22758,"Mabry","Rijckaert","Staff","1986-06-15","1995-06-15",NULL
22766,"Yishay","Jumpertz","Senior Engineer","1993-11-22","9999-01-01",NULL
22772,"Sandeepan","McClurg","Senior Staff","1995-04-17","9999-01-01",NULL
22772,"Sandeepan","McClurg","Staff","1986-04-17","1995-04-17",NULL
22776,"Ekawit","Whitcomb","Senior Staff","1993-05-07","9999-01-01",NULL
22776,"Ekawit","Whitcomb","Staff","1985-05-07","1993-05-07",NULL
22783,"Takahiro","Beerel","Senior Staff","1991-02-06","9999-01-01",NULL
22783,"Takahiro","Beerel","Staff","1986-02-06","1991-02-06",NULL
22786,"Moss","Usdin","Senior Staff","1987-08-25","9999-01-01",NULL
22788,"Prasadram","Plumb","Senior Staff","2001-12-09","9999-01-01",NULL
22788,"Prasadram","Plumb","Staff","1992-12-09","2001-12-09",NULL
22794,"Adib","Schiper","Senior Staff","1996-12-14","9999-01-01",NULL
22794,"Adib","Schiper","Staff","1989-12-14","1996-12-14",NULL
22809,"Ziyad","Krupka","Engineer","1986-05-22","1994-05-22",NULL
22809,"Ziyad","Krupka","Senior Engineer","1994-05-22","9999-01-01",NULL
22812,"Weiru","Kemmerer","Senior Staff","1990-06-29","9999-01-01",NULL
22812,"Weiru","Kemmerer","Staff","1985-06-29","1990-06-29",NULL
22833,"Alassane","Plessier","Assistant Engineer","1994-11-29","9999-01-01",NULL
22838,"Brendon","Markovitch","Senior Engineer","1985-06-06","9999-01-01",NULL
22854,"Trygve","Koblitz","Senior Staff","1993-02-27","9999-01-01",NULL
22854,"Trygve","Koblitz","Staff","1986-02-27","1993-02-27",NULL
22855,"Shalesh","Thimonier","Technique Leader","1986-05-05","9999-01-01",NULL
22861,"Susumu","Baja","Engineer","1985-09-12","1993-09-12",NULL
22861,"Susumu","Baja","Senior Engineer","1993-09-12","9999-01-01",NULL
22863,"Petter","Denna","Staff","1998-04-21","9999-01-01",NULL
22873,"Ebbe","Ashish","Senior Staff","1994-11-30","9999-01-01",NULL
22873,"Ebbe","Ashish","Staff","1986-11-30","1994-11-30",NULL
22886,"Gudjon","Templeman","Engineer","1990-05-04","1999-05-04",NULL
22886,"Gudjon","Templeman","Senior Engineer","1999-05-04","9999-01-01",NULL
22889,"Edwin","Klassen","Engineer","1985-11-22","1994-11-22",NULL
22889,"Edwin","Klassen","Senior Engineer","1994-11-22","9999-01-01",NULL
22894,"Muzhong","Casley","Senior Staff","1985-02-17","9999-01-01",NULL
22897,"Weiru","Heering","Engineer","1988-07-10","1994-07-10",NULL
22897,"Weiru","Heering","Senior Engineer","1994-07-10","9999-01-01",NULL
22904,"Irene","Azulay","Assistant Engineer","1986-03-12","1995-03-12",NULL
22904,"Irene","Azulay","Engineer","1995-03-12","9999-01-01",NULL
22908,"Eran","Bratsberg","Staff","1996-08-23","9999-01-01",NULL
22910,"Shawna","Cummings","Staff","1995-11-23","9999-01-01",NULL
22917,"Adas","Pfau","Engineer","1988-11-17","1995-11-18",NULL
22917,"Adas","Pfau","Senior Engineer","1995-11-18","9999-01-01",NULL
22919,"Georg","Skogmar","Engineer","1989-04-12","1997-04-12",NULL
22919,"Georg","Skogmar","Senior Engineer","1997-04-12","9999-01-01",NULL
22923,"Kristof","Laventhal","Engineer","1988-11-06","1993-11-06",NULL
22923,"Kristof","Laventhal","Senior Engineer","1993-11-06","9999-01-01",NULL
22924,"Ziyad","Leslie","Technique Leader","1995-02-11","9999-01-01",NULL
22928,"Sanjeeva","Angot","Senior Engineer","1988-04-01","9999-01-01",NULL
22934,"Parviz","Plumb","Senior Staff","1994-03-23","9999-01-01",NULL
22934,"Parviz","Plumb","Staff","1985-03-23","1994-03-23",NULL
22935,"Toshimo","Foong","Engineer","1993-10-11","2001-10-11",NULL
22935,"Toshimo","Foong","Senior Engineer","2001-10-11","9999-01-01",NULL
22940,"Shih","Isaac","Engineer","1988-03-01","1993-03-01",NULL
22940,"Shih","Isaac","Senior Engineer","1993-03-01","9999-01-01",NULL
22947,"Herbert","Schmiedel","Senior Engineer","1986-11-17","9999-01-01",NULL
22953,"Adhemar","Bashian","Senior Staff","1994-12-26","9999-01-01",NULL
22961,"Hirochika","Masamoto","Engineer","1993-08-24","9999-01-01",NULL
22962,"Nikolaos","Peek","Staff","1998-07-27","9999-01-01",NULL
22987,"Jeanna","Pehl","Engineer","1986-02-18","1993-02-18",NULL
22987,"Jeanna","Pehl","Senior Engineer","1993-02-18","9999-01-01",NULL
22995,"Ger","Stanfel","Engineer","1988-08-14","1997-08-14",NULL
22995,"Ger","Stanfel","Senior Engineer","1997-08-14","9999-01-01",NULL
23000,"Arfst","Murillo","Senior Staff","1999-09-20","9999-01-01",NULL
23000,"Arfst","Murillo","Staff","1993-09-20","1999-09-20",NULL
23001,"Akhilish","Irland","Engineer","1992-11-01","1999-11-02",NULL
23001,"Akhilish","Irland","Senior Engineer","1999-11-02","9999-01-01",NULL
23007,"Hyuckchul","Spell","Engineer","1997-07-21","9999-01-01",NULL
23011,"Suzette","Ferretti","Engineer","1999-09-02","9999-01-01",NULL
23023,"Premsyl","Lenart","Engineer","1986-06-30","1995-06-30",NULL
23023,"Premsyl","Lenart","Senior Engineer","1995-06-30","9999-01-01",NULL
23026,"Junichi","Lortz","Assistant Engineer","1993-10-03","2001-10-03",NULL
23026,"Junichi","Lortz","Engineer","2001-10-03","9999-01-01",NULL
23034,"Josyula","Rosca","Engineer","2000-01-14","9999-01-01",NULL
23049,"Zhenbing","Gurbaxani","Engineer","1997-06-03","9999-01-01",NULL
23052,"Ayonca","Salinas","Staff","1997-03-31","9999-01-01",NULL
23053,"Radhakrishnan","Riefers","Senior Staff","1993-03-27","9999-01-01",NULL
23053,"Radhakrishnan","Riefers","Staff","1986-03-27","1993-03-27",NULL
23066,"Shuho","Deville","Technique Leader","1986-02-15","9999-01-01",NULL
23068,"Eldridge","Brlek","Engineer","1988-06-20","1995-06-21",NULL
23068,"Eldridge","Brlek","Senior Engineer","1995-06-21","9999-01-01",NULL
23086,"Nathan","Lemarechal","Engineer","1998-05-22","9999-01-01",NULL
23087,"Nectarios","Bernini","Staff","1997-08-23","9999-01-01",NULL
23092,"Aris","Brookman","Senior Staff","1995-12-27","9999-01-01",NULL
23092,"Aris","Brookman","Staff","1987-12-27","1995-12-27",NULL
23095,"Muneo","Woycyznski","Engineer","1987-05-02","1995-05-02",NULL
23095,"Muneo","Woycyznski","Senior Engineer","1995-05-02","9999-01-01",NULL
23104,"Tadanori","Anido","Engineer","1999-05-26","9999-01-01",NULL
23119,"Yaghout","Byoun","Senior Staff","1991-09-03","9999-01-01",NULL
23119,"Yaghout","Byoun","Staff","1986-09-03","1991-09-03",NULL
23136,"Narain","Skogmar","Engineer","1998-02-14","9999-01-01",NULL
23138,"Pascal","Kaelbling","Assistant Engineer","1988-09-06","1996-09-06",NULL
23138,"Pascal","Kaelbling","Engineer","1996-09-06","9999-01-01",NULL
23151,"Ortrun","Lunt","Engineer","1994-03-26","2002-03-26",NULL
23151,"Ortrun","Lunt","Senior Engineer","2002-03-26","9999-01-01",NULL
23157,"Siddarth","Llado","Senior Engineer","1992-08-08","9999-01-01",NULL
23159,"Atilio","Esposito","Senior Staff","1989-03-22","9999-01-01",NULL
23172,"Kazuhide","Birjandi","Senior Staff","1998-04-14","9999-01-01",NULL
23172,"Kazuhide","Birjandi","Staff","1990-04-14","1998-04-14",NULL
23195,"Mark","Ertl","Senior Staff","1986-09-25","9999-01-01",NULL
23196,"Sahrah","Cheshire","Senior Staff","1997-11-25","9999-01-01",NULL
23196,"Sahrah","Cheshire","Staff","1989-11-25","1997-11-25",NULL
23197,"Marjo","Ducloy","Technique Leader","1986-08-26","9999-01-01",NULL
23204,"Adib","Lieblein","Senior Staff","2001-08-26","9999-01-01",NULL
23204,"Adib","Lieblein","Staff","1993-08-26","2001-08-26",NULL
23220,"Christoper","Back","Engineer","1985-12-02","1990-12-02",NULL
23220,"Christoper","Back","Senior Engineer","1990-12-02","9999-01-01",NULL
23224,"Nikolaos","Engelmann","Senior Staff","1993-08-13","9999-01-01",NULL
23224,"Nikolaos","Engelmann","Staff","1985-08-13","1993-08-13",NULL
